SampleID	sampleIDcode	study	YearPop	Pop	Year	Country	V14	PopCode	NewPopCode
SPT35079	sk00.18	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35080	sk00.19	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35085	sk00.20	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35087	sk00.21	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35089	sk00.22	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35091	sk00.23	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35092	sk00.24	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35093	sk00.25	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35094	sk00.26	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35096	sk00.27	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35098	sk00.28	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35099	sk00.29	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35101	sk00.30	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35102	sk00.31	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35103	sk00.32	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35104	sk00.33	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35105	sk00.34	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35106	sk00.35	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35107	sk00.36	1162-PF-GM-NGWA	Gam_2001	Serrekunda2000s	2000	Gambia	Serrekunda2000s.2000	sk00	pop2
SPT35109	f90.1	1162-PF-GM-NGWA	Farafenni_1991	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35114	f90.2	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35115	f90.3	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35116	f90.4	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35117	f90.5	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35121	f90.6	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35125	f90.7	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35127	f90.8	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35128	f90.9	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35129	f90.10	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35130	f90.11	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35131	f90.12	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35132	f90.13	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35133	f90.14	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35134	f90.15	1162-PF-GM-NGWA	Farafenni_1990	FaraFenni90s	1990	Gambia	FaraFenni90s.1990	f90	pop1
SPT35202	bk15.1	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35204	bk15.2	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35206	bk15.3	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35207	bk15.4	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35208	bk15.5	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35209	bk15.6	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35210	bk15.7	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35211	bk15.8	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35212	bk15.9	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35213	bk15.10	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35214	bk15.11	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35216	bk15.12	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35217	bk15.13	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35218	bk15.14	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35219	bk15.15	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35220	bk15.16	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35221	bk15.17	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35222	bk15.18	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35223	bk15.19	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35224	bk15.20	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35227	bk15.21	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35228	bk15.22	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35229	bk15.23	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35230	bk15.24	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35231	bk15.25	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35232	bk15.26	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35233	bk15.27	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35234	bk15.28	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35235	bk15.29	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35236	bk15.30	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35237	bk15.31	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35238	bk15.32	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35239	bk15.33	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35240	bk15.34	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35241	bk15.35	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35243	bk15.36	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35244	bk15.37	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35245	bk15.38	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35246	bk15.39	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35247	bk15.40	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35248	bk15.41	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35249	bk15.42	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35250	bk15.43	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35251	bk15.44	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35252	bk15.45	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35253	bk15.46	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35254	bk15.47	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35255	bk15.48	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35256	bk15.49	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35257	bk15.50	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35258	bk15.51	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35260	bk15.52	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35261	bk15.53	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35262	bk15.54	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35263	bk15.55	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35264	bk15.56	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35265	bk15.57	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35266	bk15.58	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35267	bk15.59	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35268	bk15.60	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35269	bk15.61	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35270	bk15.62	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35271	bk15.63	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35272	bk15.64	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35274	bk15.65	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35275	bk15.66	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35276	bk15.67	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35278	bk15.68	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35279	bk15.69	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35280	bk15.70	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35281	bk15.71	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35282	bk15.72	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35283	bk15.73	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35284	bk15.74	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35285	bk15.75	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35286	bk15.76	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35287	bk15.77	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35288	bk15.78	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35289	bk15.79	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35290	bk15.80	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35291	bk15.81	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35293	bk15.82	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35294	bk15.83	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35295	bk15.84	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35296	bk15.85	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35297	bk15.86	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35298	bk15.87	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35299	bk15.88	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35300	bk15.89	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35301	bk15.90	1162-PF-GM-NGWA	BR_Gam_2015	Brikama	2015	Gambia	Brikama.2015	bk15	pop5
SPT35302	be14.1	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35303	be14.2	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35304	be14.3	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35306	be14.4	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35308	be14.5	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35309	be14.6	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35310	be14.7	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35313	be14.8	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35315	be14.9	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35316	be14.10	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35317	be14.11	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35318	ch14.1	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35320	ch14.2	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35321	ch14.3	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35322	ch14.4	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35323	ch14.5	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35324	ch14.6	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35325	ch14.7	1182-PF-GM-DALESSANDRO-SM	2014	Chogen	2014	Gambia	Chogen.2014	ch14	pop4a
SPT35328	db14.1	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35330	db14.2	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35331	db14.3	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35332	db14.4	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35333	db14.5	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35334	db14.6	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35336	ss14.1	1182-PF-GM-DALESSANDRO-SM	2014	SareSeedy	2014	Gambia	SareSeedy.2014	ss14	pop4b
SPT35337	ss14.2	1182-PF-GM-DALESSANDRO-SM	2014	SareSeedy	2014	Gambia	SareSeedy.2014	ss14	pop4b
SPT35338	nj14.1	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35339	nj14.2	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35340	nj14.3	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35341	nj14.4	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35342	nj14.5	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35344	nj14.6	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35346	nj14.7	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35347	nj14.8	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35348	nj14.9	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35349	nj14.10	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35351	nj14.11	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35352	nj14.12	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35354	nj14.13	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35355	nj14.14	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35356	be14.12	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35357	be14.13	1182-PF-GM-DALESSANDRO-SM	2014	Besse	2014	Gambia	Besse.2014	be14	pop4a
SPT35360	db14.7	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35361	db14.8	1182-PF-GM-DALESSANDRO-SM	2014	DongoroBa	2014	Gambia	DongoroBa.2014	db14	pop4b
SPT35362	nj14.15	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35363	nj14.16	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35364	nj14.17	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35365	nj14.18	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35366	nj14.19	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35368	nj14.20	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
SPT35369	nj14.21	1182-PF-GM-DALESSANDRO-SM	2014	Njayel	2014	Gambia	Njayel.2014	nj14	pop4b
